Date,Time,PM2.5
08/02/16,11:00 PM,229
08/02/16,,262
09/02/16,1:00 AM,271
09/02/16,2:00 AM,230
09/02/16,3:00 AM,210
09/02/16,4:00 AM,200
09/02/16,5:00 AM,242
09/02/16,6:00 AM,242
09/02/16,7:00 AM,349
09/02/16,8:00 AM,366
09/02/16,9:00 AM,304
09/02/16,10:00 AM,305
09/02/16,11:00 AM,165
09/02/16,12:00 PM,150
09/02/16,1:00 PM,112
09/02/16,2:00 PM,113
09/02/16,3:00 PM,88
09/02/16,4:00 PM,72
09/02/16,5:00 PM,68
09/02/16,6:00 PM,91
09/02/16,7:00 PM,133
09/02/16,8:00 PM,148
09/02/16,9:00 PM,191
09/02/16,10:00 PM,228
09/02/16,11:00 PM,259
09/02/16,,288
10/02/16,1:00 AM,292
10/02/16,2:00 AM,280
10/02/16,3:00 AM,301
10/02/16,4:00 AM,303
10/02/16,5:00 AM,294
10/02/16,6:00 AM,297
10/02/16,7:00 AM,308
10/02/16,8:00 AM,303
10/02/16,9:00 AM,391
10/02/16,10:00 AM,346
10/02/16,11:00 AM,238
10/02/16,12:00 PM,181
10/02/16,1:00 PM,159
10/02/16,2:00 PM,150
10/02/16,3:00 PM,116
10/02/16,4:00 PM,89
10/02/16,5:00 PM,74
10/02/16,6:00 PM,92
10/02/16,7:00 PM,124
10/02/16,8:00 PM,126
10/02/16,9:00 PM,141
10/02/16,10:00 PM,160
10/02/16,11:00 PM,144
10/02/16,,150
########,1:00 AM,156
########,2:00 AM,168
########,3:00 AM,195
########,4:00 AM,171
########,5:00 AM,162
########,6:00 AM,153
########,7:00 AM,175
########,8:00 AM,159
########,9:00 AM,168
########,10:00 AM,167
########,11:00 AM,152
########,12:00 PM,125
########,1:00 PM,87
########,2:00 PM,64
########,3:00 PM,47
########,4:00 PM,26
########,5:00 PM,28
########,6:00 PM,36
########,7:00 PM,58
########,8:00 PM,110
########,9:00 PM,137
########,10:00 PM,170
########,11:00 PM,177
11/02/16,,128
########,1:00 AM,108
########,2:00 AM,96
########,3:00 AM,95
########,4:00 AM,85
########,5:00 AM,87
########,6:00 AM,92
########,7:00 AM,87
########,8:00 AM,127
########,9:00 AM,136
########,10:00 AM,173
########,11:00 AM,178
########,12:00 PM,133
########,1:00 PM,93
########,2:00 PM,111
########,3:00 PM,68
########,4:00 PM,59
########,5:00 PM,95
########,6:00 PM,83
########,7:00 PM,115
########,8:00 PM,126
########,9:00 PM,131
########,10:00 PM,125
########,11:00 PM,125
12/02/16,,126
13/02/201,1:00 AM,121
13/02/201,2:00 AM,120
13/02/201,3:00 AM,117
13/02/201,4:00 AM,118
13/02/201,5:00 AM,111
13/02/201,6:00 AM,125
13/02/201,7:00 AM,121
13/02/201,8:00 AM,96
13/02/201,9:00 AM,107
13/02/201,10:00 AM,124
13/02/201,11:00 AM,99
13/02/201,12:00 PM,80
13/02/201,1:00 PM,78
13/02/201,2:00 PM,64
13/02/201,3:00 PM,56
13/02/201,4:00 PM,49
13/02/201,5:00 PM,36
13/02/201,6:00 PM,39
13/02/201,7:00 PM,48
13/02/201,8:00 PM,56
13/02/201,9:00 PM,73
13/02/201,10:00 PM,81
13/02/201,11:00 PM,81
13/02/16,,82
14/02/201,1:00 AM,101
14/02/201,2:00 AM,184
14/02/201,3:00 AM,179
14/02/201,4:00 AM,155
14/02/201,5:00 AM,140
14/02/201,6:00 AM,113
14/02/201,7:00 AM,98
14/02/201,8:00 AM,100
14/02/201,9:00 AM,124
14/02/201,10:00 AM,90
14/02/201,11:00 AM,85
14/02/201,12:00 PM,60
14/02/201,1:00 PM,51
14/02/201,2:00 PM,---
14/02/201,3:00 PM,54
14/02/201,4:00 PM,52
14/02/201,5:00 PM,46
14/02/201,6:00 PM,49
14/02/201,7:00 PM,58
14/02/201,8:00 PM,87
14/02/201,9:00 PM,116
14/02/201,10:00 PM,158
14/02/201,11:00 PM,160
14/02/16,,171
15/02/201,1:00 AM,174
15/02/201,2:00 AM,120
15/02/201,3:00 AM,99
15/02/201,4:00 AM,96
15/02/201,5:00 AM,79
15/02/201,6:00 AM,85
15/02/201,7:00 AM,84
15/02/201,8:00 AM,94
15/02/201,9:00 AM,139
15/02/201,10:00 AM,130
15/02/201,11:00 AM,109
15/02/201,12:00 PM,93
15/02/201,1:00 PM,97
15/02/201,2:00 PM,67
15/02/201,3:00 PM,58
15/02/201,4:00 PM,42
15/02/201,5:00 PM,53
15/02/201,6:00 PM,63
15/02/201,7:00 PM,67
15/02/201,8:00 PM,105
15/02/201,9:00 PM,116
15/02/201,10:00 PM,135
15/02/201,11:00 PM,137
15/02/16,,153
16/02/201,1:00 AM,200
16/02/201,2:00 AM,197
16/02/201,3:00 AM,177
16/02/201,4:00 AM,157
16/02/201,5:00 AM,152
16/02/201,6:00 AM,114
16/02/201,7:00 AM,104
16/02/201,8:00 AM,125
16/02/201,9:00 AM,151
16/02/201,10:00 AM,116
16/02/201,11:00 AM,104
16/02/201,12:00 PM,74
16/02/201,1:00 PM,71
16/02/201,2:00 PM,67
16/02/201,3:00 PM,51
16/02/201,4:00 PM,52
16/02/201,5:00 PM,48
16/02/201,6:00 PM,46
16/02/201,7:00 PM,57
16/02/201,8:00 PM,78
16/02/201,9:00 PM,114
16/02/201,10:00 PM,146
16/02/201,11:00 PM,153
16/02/16,,135
17/02/201,1:00 AM,103
17/02/201,2:00 AM,103
17/02/201,3:00 AM,98
17/02/201,4:00 AM,88
17/02/201,5:00 AM,85
17/02/201,6:00 AM,93
17/02/201,7:00 AM,105
17/02/201,8:00 AM,125
17/02/201,9:00 AM,119
17/02/201,10:00 AM,118
17/02/201,11:00 AM,142
17/02/201,12:00 PM,130
17/02/201,1:00 PM,111
17/02/201,2:00 PM,133
17/02/201,3:00 PM,100
17/02/201,4:00 PM,74
17/02/201,5:00 PM,80
17/02/201,6:00 PM,111
17/02/201,7:00 PM,109
17/02/201,8:00 PM,150
17/02/201,9:00 PM,173
17/02/201,10:00 PM,187
17/02/201,11:00 PM,146
17/02/16,,90
18/02/201,1:00 AM,100
18/02/201,2:00 AM,142
18/02/201,3:00 AM,100
18/02/201,4:00 AM,88
18/02/201,5:00 AM,99
18/02/201,6:00 AM,115
18/02/201,7:00 AM,142
18/02/201,8:00 AM,139
18/02/201,9:00 AM,152
18/02/201,10:00 AM,146
18/02/201,11:00 AM,111
18/02/201,12:00 PM,159
18/02/201,1:00 PM,244
18/02/201,2:00 PM,170
18/02/201,3:00 PM,216
18/02/201,4:00 PM,196
18/02/201,5:00 PM,178
18/02/201,6:00 PM,163
18/02/201,7:00 PM,203
18/02/201,8:00 PM,218
18/02/201,9:00 PM,248
18/02/201,10:00 PM,262
18/02/201,11:00 PM,368
18/02/16,,260
19/02/201,1:00 AM,183
19/02/201,2:00 AM,173
19/02/201,3:00 AM,182
19/02/201,4:00 AM,343
19/02/201,5:00 AM,409
19/02/201,6:00 AM,343
19/02/201,7:00 AM,317
19/02/201,8:00 AM,322
19/02/201,9:00 AM,337
19/02/201,10:00 AM,309
19/02/201,11:00 AM,163
19/02/201,12:00 PM,220
19/02/201,1:00 PM,96
19/02/201,2:00 PM,79
19/02/201,3:00 PM,64
19/02/201,4:00 PM,74
19/02/201,5:00 PM,90
19/02/201,6:00 PM,116
19/02/201,7:00 PM,141
19/02/201,8:00 PM,144
19/02/201,9:00 PM,153
19/02/201,10:00 PM,190
19/02/201,11:00 PM,195
19/02/16,,209
20/02/201,1:00 AM,202
20/02/201,2:00 AM,227
20/02/201,3:00 AM,236
20/02/201,4:00 AM,216
20/02/201,5:00 AM,216
20/02/201,6:00 AM,198
20/02/201,7:00 AM,153
20/02/201,8:00 AM,194
20/02/201,9:00 AM,191
20/02/201,10:00 AM,135
20/02/201,11:00 AM,153
20/02/201,12:00 PM,143
20/02/201,1:00 PM,153
20/02/201,2:00 PM,93
20/02/201,3:00 PM,97
20/02/201,4:00 PM,89
20/02/201,5:00 PM,85
20/02/201,6:00 PM,72
20/02/201,7:00 PM,125
20/02/201,8:00 PM,90
20/02/201,9:00 PM,99
20/02/201,10:00 PM,97
20/02/201,11:00 PM,90
20/02/16,,90
21/02/201,1:00 AM,92
21/02/201,2:00 AM,92
21/02/201,3:00 AM,108
21/02/201,4:00 AM,103
21/02/201,5:00 AM,88
21/02/201,6:00 AM,97
21/02/201,7:00 AM,101
21/02/201,8:00 AM,84
21/02/201,9:00 AM,90
21/02/201,10:00 AM,81
21/02/201,11:00 AM,70
21/02/201,12:00 PM,48
21/02/201,1:00 PM,44
21/02/201,2:00 PM,38
21/02/201,3:00 PM,27
21/02/201,4:00 PM,27
21/02/201,5:00 PM,23
21/02/201,6:00 PM,34
21/02/201,7:00 PM,35
21/02/201,8:00 PM,51
21/02/201,9:00 PM,58
21/02/201,10:00 PM,59
21/02/201,11:00 PM,55
21/02/16,,49
22/02/201,1:00 AM,53
22/02/201,2:00 AM,76
22/02/201,3:00 AM,87
22/02/201,4:00 AM,73
22/02/201,5:00 AM,88
22/02/201,6:00 AM,86
22/02/201,7:00 AM,100
22/02/201,8:00 AM,93
22/02/201,9:00 AM,109
22/02/201,10:00 AM,123
22/02/201,11:00 AM,99
22/02/201,12:00 PM,75
22/02/201,1:00 PM,59
22/02/201,2:00 PM,48
22/02/201,3:00 PM,38
22/02/201,4:00 PM,25
22/02/201,5:00 PM,22
22/02/201,6:00 PM,28
22/02/201,7:00 PM,32
22/02/201,8:00 PM,45
22/02/201,9:00 PM,61
22/02/201,10:00 PM,105
22/02/201,11:00 PM,123
22/02/16,,105
23/02/201,1:00 AM,77
23/02/201,2:00 AM,80
23/02/201,3:00 AM,196
23/02/201,4:00 AM,143
23/02/201,5:00 AM,81
23/02/201,6:00 AM,61
23/02/201,7:00 AM,61
23/02/201,8:00 AM,62
23/02/201,9:00 AM,67
23/02/201,10:00 AM,90
23/02/201,11:00 AM,93
23/02/201,12:00 PM,62
23/02/201,1:00 PM,40
23/02/201,2:00 PM,28
23/02/201,3:00 PM,25
23/02/201,4:00 PM,23
23/02/201,5:00 PM,17
23/02/201,6:00 PM,31
23/02/201,7:00 PM,67
23/02/201,8:00 PM,91
23/02/201,9:00 PM,104
23/02/201,10:00 PM,127
23/02/201,11:00 PM,123
23/02/16,,107
24/02/201,1:00 AM,115
24/02/201,2:00 AM,172
24/02/201,3:00 AM,140
24/02/201,4:00 AM,122
24/02/201,5:00 AM,78
24/02/201,6:00 AM,81
24/02/201,7:00 AM,82
24/02/201,8:00 AM,116
24/02/201,9:00 AM,202
24/02/201,10:00 AM,400
24/02/201,11:00 AM,433
24/02/201,12:00 PM,255
24/02/201,1:00 PM,179
24/02/201,2:00 PM,145
24/02/201,3:00 PM,98
24/02/201,4:00 PM,64
24/02/201,5:00 PM,60
24/02/201,6:00 PM,68
24/02/201,7:00 PM,69
24/02/201,8:00 PM,102
24/02/201,9:00 PM,133
24/02/201,10:00 PM,131
24/02/201,11:00 PM,137
24/02/16,,131
25/02/201,1:00 AM,143
25/02/201,2:00 AM,151
25/02/201,3:00 AM,157
25/02/201,4:00 AM,158
25/02/201,5:00 AM,154
25/02/201,6:00 AM,157
25/02/201,7:00 AM,159
25/02/201,8:00 AM,174
25/02/201,9:00 AM,195
25/02/201,10:00 AM,166
25/02/201,11:00 AM,109
25/02/201,12:00 PM,93
25/02/201,1:00 PM,78
25/02/201,2:00 PM,70
25/02/201,3:00 PM,61
25/02/201,4:00 PM,52
25/02/201,5:00 PM,48
25/02/201,6:00 PM,47
25/02/201,7:00 PM,57
25/02/201,8:00 PM,69
25/02/201,9:00 PM,90
25/02/201,10:00 PM,122
25/02/201,11:00 PM,160
25/02/16,,152
26/02/201,1:00 AM,154
26/02/201,2:00 AM,146
26/02/201,3:00 AM,154
26/02/201,4:00 AM,152
26/02/201,5:00 AM,152
26/02/201,6:00 AM,156
26/02/201,7:00 AM,164
26/02/201,8:00 AM,193
26/02/201,9:00 AM,202
26/02/201,10:00 AM,145
26/02/201,11:00 AM,121
26/02/201,12:00 PM,86
26/02/201,1:00 PM,67
26/02/201,2:00 PM,61
26/02/201,3:00 PM,48
26/02/201,4:00 PM,60
26/02/201,5:00 PM,66
26/02/201,6:00 PM,72
26/02/201,7:00 PM,80
26/02/201,8:00 PM,144
26/02/201,9:00 PM,146
26/02/201,10:00 PM,121
26/02/201,11:00 PM,145
26/02/16,,157
27/02/201,1:00 AM,169
27/02/201,2:00 AM,189
27/02/201,3:00 AM,175
27/02/201,4:00 AM,162
27/02/201,5:00 AM,175
27/02/201,6:00 AM,217
27/02/201,7:00 AM,259
27/02/201,8:00 AM,233
27/02/201,9:00 AM,266
27/02/201,10:00 AM,190
27/02/201,11:00 AM,137
27/02/201,12:00 PM,117
27/02/201,1:00 PM,91
27/02/201,2:00 PM,76
27/02/201,3:00 PM,66
27/02/201,4:00 PM,64
27/02/201,5:00 PM,58
27/02/201,6:00 PM,69
27/02/201,7:00 PM,70
27/02/201,8:00 PM,107
27/02/201,9:00 PM,149
27/02/201,10:00 PM,123
27/02/201,11:00 PM,143
27/02/16,,134
28/02/201,1:00 AM,148
28/02/201,2:00 AM,196
28/02/201,3:00 AM,269
28/02/201,4:00 AM,317
28/02/201,5:00 AM,289
28/02/201,6:00 AM,273
28/02/201,7:00 AM,292
28/02/201,8:00 AM,309
28/02/201,9:00 AM,304
28/02/201,10:00 AM,308
28/02/201,11:00 AM,256
28/02/201,12:00 PM,172
28/02/201,1:00 PM,123
28/02/201,2:00 PM,95
28/02/201,3:00 PM,79
28/02/201,4:00 PM,71
28/02/201,5:00 PM,83
28/02/201,6:00 PM,85
28/02/201,7:00 PM,84
28/02/201,8:00 PM,106
28/02/201,9:00 PM,155
28/02/201,10:00 PM,143
28/02/201,11:00 PM,143
28/02/16,,152
29/02/201,1:00 AM,161
29/02/201,2:00 AM,185
29/02/201,3:00 AM,187
29/02/201,4:00 AM,199
29/02/201,5:00 AM,203
29/02/201,6:00 AM,193
29/02/201,7:00 AM,212
29/02/201,8:00 AM,204
29/02/201,9:00 AM,254
29/02/201,10:00 AM,281
29/02/201,11:00 AM,171
29/02/201,12:00 PM,115
29/02/201,1:00 PM,90
29/02/201,2:00 PM,99
29/02/201,3:00 PM,79
29/02/201,4:00 PM,77
29/02/201,5:00 PM,82
29/02/201,6:00 PM,89
29/02/201,7:00 PM,98
29/02/201,8:00 PM,152
29/02/201,9:00 PM,121
29/02/201,10:00 PM,148
29/02/201,11:00 PM,152
29/02/16,,214
01/03/16,1:00 AM,290
01/03/16,2:00 AM,314
01/03/16,3:00 AM,313
01/03/16,4:00 AM,327
01/03/16,5:00 AM,306
01/03/16,6:00 AM,277
01/03/16,7:00 AM,248
01/03/16,8:00 AM,292
01/03/16,9:00 AM,288
01/03/16,10:00 AM,163
01/03/16,11:00 AM,146
01/03/16,12:00 PM,121
01/03/16,1:00 PM,102
01/03/16,2:00 PM,90
01/03/16,3:00 PM,128
01/03/16,4:00 PM,176
01/03/16,5:00 PM,145
01/03/16,6:00 PM,97
01/03/16,7:00 PM,108
01/03/16,8:00 PM,135
01/03/16,9:00 PM,166
01/03/16,10:00 PM,142
01/03/16,11:00 PM,159
01/03/2016 24:00 AM,,136
02/03/16,1:00 AM,140
02/03/16,2:00 AM,156
02/03/16,3:00 AM,159
02/03/16,4:00 AM,166
02/03/16,5:00 AM,176
02/03/16,6:00 AM,177
02/03/16,7:00 AM,170
02/03/16,8:00 AM,159
02/03/16,9:00 AM,186
02/03/16,10:00 AM,158
02/03/16,11:00 AM,149
02/03/16,12:00 PM,119
02/03/16,1:00 PM,100
02/03/16,2:00 PM,84
02/03/16,3:00 PM,74
02/03/16,4:00 PM,1985
02/03/16,5:00 PM,87
02/03/16,6:00 PM,96
02/03/16,7:00 PM,100
02/03/16,8:00 PM,117
02/03/16,9:00 PM,124
02/03/16,10:00 PM,114
02/03/16,11:00 PM,125
02/03/2016 24:00 AM,,107
03/03/16,1:00 AM,120
03/03/16,2:00 AM,116
03/03/16,3:00 AM,126
03/03/16,4:00 AM,159
03/03/16,5:00 AM,162
03/03/16,6:00 AM,161
03/03/16,7:00 AM,156
03/03/16,8:00 AM,176
03/03/16,9:00 AM,223
03/03/16,10:00 AM,179
03/03/16,11:00 AM,144
03/03/16,12:00 PM,108
03/03/16,1:00 PM,89
03/03/16,2:00 PM,88
03/03/16,3:00 PM,80
03/03/16,4:00 PM,93
03/03/16,5:00 PM,90
03/03/16,6:00 PM,95
03/03/16,7:00 PM,78
03/03/16,8:00 PM,132
03/03/16,9:00 PM,118
03/03/16,10:00 PM,105
03/03/16,11:00 PM,131
03/03/2016 24:00 AM,,168
04/03/16,1:00 AM,197
04/03/16,2:00 AM,217
04/03/16,3:00 AM,254
04/03/16,4:00 AM,164
04/03/16,5:00 AM,114
04/03/16,6:00 AM,120
04/03/16,7:00 AM,135
04/03/16,8:00 AM,141
04/03/16,9:00 AM,144
04/03/16,10:00 AM,86
04/03/16,11:00 AM,112
04/03/16,12:00 PM,126
04/03/16,1:00 PM,101
04/03/16,2:00 PM,58
04/03/16,3:00 PM,38
04/03/16,4:00 PM,38
04/03/16,5:00 PM,29
04/03/16,6:00 PM,37
04/03/16,7:00 PM,41
04/03/16,8:00 PM,59
04/03/16,9:00 PM,77
04/03/16,10:00 PM,69
04/03/16,11:00 PM,27
04/03/2016 24:00 AM,,16
05/03/16,1:00 AM,22
05/03/16,2:00 AM,45
05/03/16,3:00 AM,54
05/03/16,4:00 AM,65
05/03/16,5:00 AM,56
05/03/16,6:00 AM,23
05/03/16,7:00 AM,32
05/03/16,8:00 AM,85
05/03/16,9:00 AM,62
05/03/16,10:00 AM,56
05/03/16,11:00 AM,57
05/03/16,12:00 PM,35
05/03/16,1:00 PM,47
05/03/16,2:00 PM,27
05/03/16,3:00 PM,25
05/03/16,4:00 PM,15
05/03/16,5:00 PM,24
05/03/16,6:00 PM,27
05/03/16,7:00 PM,39
05/03/16,8:00 PM,40
05/03/16,9:00 PM,29
05/03/16,10:00 PM,29
05/03/16,11:00 PM,27
05/03/2016 24:00 AM,,26
06/03/16,1:00 AM,25
06/03/16,2:00 AM,22
06/03/16,3:00 AM,22
06/03/16,4:00 AM,22
06/03/16,5:00 AM,23
06/03/16,6:00 AM,24
06/03/16,7:00 AM,41
06/03/16,8:00 AM,41
06/03/16,9:00 AM,48
06/03/16,10:00 AM,42
06/03/16,11:00 AM,39
06/03/16,12:00 PM,51
06/03/16,1:00 PM,37
06/03/16,2:00 PM,32
06/03/16,3:00 PM,40
06/03/16,4:00 PM,43
06/03/16,5:00 PM,35
06/03/16,6:00 PM,63
06/03/16,7:00 PM,58
06/03/16,8:00 PM,43
06/03/16,9:00 PM,37
06/03/16,10:00 PM,47
06/03/16,11:00 PM,58
06/03/2016 24:00 AM,,57
07/03/16,1:00 AM,62
07/03/16,2:00 AM,74
07/03/16,3:00 AM,51
07/03/16,4:00 AM,51
07/03/16,5:00 AM,49
07/03/16,6:00 AM,67
07/03/16,7:00 AM,68
07/03/16,8:00 AM,90
07/03/16,9:00 AM,121
07/03/16,10:00 AM,144
07/03/16,11:00 AM,265
07/03/16,12:00 PM,170
07/03/16,1:00 PM,121
07/03/16,2:00 PM,64
07/03/16,3:00 PM,80
07/03/16,4:00 PM,69
07/03/16,5:00 PM,57
07/03/16,6:00 PM,63
07/03/16,7:00 PM,67
07/03/16,8:00 PM,68
07/03/16,9:00 PM,88
07/03/16,10:00 PM,108
07/03/16,11:00 PM,104
07/03/2016 24:00 AM,,81
08/03/16,1:00 AM,83
08/03/16,2:00 AM,81
08/03/16,3:00 AM,69
08/03/16,4:00 AM,83
08/03/16,5:00 AM,110
08/03/16,6:00 AM,129
08/03/16,7:00 AM,185
08/03/16,8:00 AM,200
08/03/16,9:00 AM,152
08/03/16,10:00 AM,94
08/03/16,11:00 AM,64
08/03/16,12:00 PM,39
08/03/16,1:00 PM,33
08/03/16,2:00 PM,30
08/03/16,3:00 PM,30
08/03/16,4:00 PM,27
08/03/16,5:00 PM,25
08/03/16,6:00 PM,24
08/03/16,7:00 PM,42
08/03/16,8:00 PM,41
08/03/16,9:00 PM,69
08/03/16,10:00 PM,93
08/03/16,11:00 PM,98
08/03/2016 24:00 AM,,125
09/03/16,1:00 AM,122
09/03/16,2:00 AM,141
09/03/16,3:00 AM,162
09/03/16,4:00 AM,209
09/03/16,5:00 AM,308
09/03/16,6:00 AM,247
09/03/16,7:00 AM,277
09/03/16,8:00 AM,313
09/03/16,9:00 AM,219
09/03/16,10:00 AM,168
09/03/16,11:00 AM,96
09/03/16,12:00 PM,73
09/03/16,1:00 PM,51
09/03/16,2:00 PM,26
09/03/16,3:00 PM,24
09/03/16,4:00 PM,14
09/03/16,5:00 PM,19
09/03/16,6:00 PM,21
09/03/16,7:00 PM,29
09/03/16,8:00 PM,39
09/03/16,9:00 PM,77
09/03/16,10:00 PM,72
09/03/16,11:00 PM,88
09/03/2016 24:00 AM,,145
10/03/16,1:00 AM,117
10/03/16,2:00 AM,139
10/03/16,3:00 AM,250
10/03/16,4:00 AM,267
10/03/16,5:00 AM,245
10/03/16,6:00 AM,377
10/03/16,7:00 AM,387
10/03/16,8:00 AM,424
10/03/16,9:00 AM,265
10/03/16,10:00 AM,133
10/03/16,11:00 AM,85
10/03/16,12:00 PM,64
10/03/16,1:00 PM,56
10/03/16,2:00 PM,40
10/03/16,3:00 PM,36
10/03/16,4:00 PM,33
10/03/16,5:00 PM,38
10/03/16,6:00 PM,32
10/03/16,7:00 PM,44
10/03/16,8:00 PM,58
10/03/16,9:00 PM,83
10/03/16,10:00 PM,87
10/03/16,11:00 PM,106
10/03/2016 24:00 AM,,107
11/03/16,1:00 AM,113
11/03/16,2:00 AM,115
11/03/16,3:00 AM,121
11/03/16,4:00 AM,146
11/03/16,5:00 AM,154
11/03/16,6:00 AM,160
11/03/16,7:00 AM,171
11/03/16,8:00 AM,179
11/03/16,9:00 AM,197
11/03/16,10:00 AM,107
11/03/16,11:00 AM,74
11/03/16,12:00 PM,44
11/03/16,1:00 PM,23
11/03/16,2:00 PM,26
11/03/16,3:00 PM,35
11/03/16,4:00 PM,34
11/03/16,5:00 PM,37
11/03/16,6:00 PM,29
11/03/16,7:00 PM,45
11/03/16,8:00 PM,77
11/03/16,9:00 PM,80
11/03/16,10:00 PM,51
11/03/16,11:00 PM,41
11/03/2016 24:00 AM,,42
12/03/16,1:00 AM,42
12/03/16,2:00 AM,31
12/03/16,3:00 AM,31
12/03/16,4:00 AM,41
12/03/16,5:00 AM,79
12/03/16,6:00 AM,72
12/03/16,7:00 AM,50
12/03/16,8:00 AM,60
12/03/16,9:00 AM,67
12/03/16,10:00 AM,63
12/03/16,11:00 AM,68
12/03/16,12:00 PM,35
12/03/16,1:00 PM,15
12/03/16,2:00 PM,8
12/03/16,3:00 PM,12
12/03/16,4:00 PM,9
12/03/16,5:00 PM,6
12/03/16,6:00 PM,12
12/03/16,7:00 PM,31
12/03/16,8:00 PM,16
12/03/16,9:00 PM,14
12/03/16,10:00 PM,31
12/03/16,11:00 PM,26
12/03/2016 24:00 AM,,29
13/03/16,1:00 AM,11
13/03/16,2:00 AM,6
13/03/16,3:00 AM,2
13/03/16,4:00 AM,3
13/03/16,5:00 AM,10
13/03/16,6:00 AM,8
13/03/16,7:00 AM,4
13/03/16,8:00 AM,7
13/03/16,9:00 AM,12
13/03/16,10:00 AM,46
13/03/16,11:00 AM,45
13/03/16,12:00 PM,53
13/03/16,1:00 PM,21
13/03/16,2:00 PM,30
13/03/16,3:00 PM,21
13/03/16,4:00 PM,19
13/03/16,5:00 PM,19
13/03/16,6:00 PM,26
13/03/16,7:00 PM,27
13/03/16,8:00 PM,37
13/03/16,9:00 PM,40
13/03/16,10:00 PM,59
13/03/16,11:00 PM,70
13/03/2016 24:00 AM,,70
14/03/16,1:00 AM,79
14/03/16,2:00 AM,78
14/03/16,3:00 AM,48
14/03/16,4:00 AM,29
14/03/16,5:00 AM,39
14/03/16,6:00 AM,54
14/03/16,7:00 AM,38
14/03/16,8:00 AM,26
14/03/16,9:00 AM,7
14/03/16,10:00 AM,11
14/03/16,11:00 AM,20
14/03/16,12:00 PM,22
14/03/16,1:00 PM,26
14/03/16,2:00 PM,16
14/03/16,3:00 PM,14
14/03/16,4:00 PM,16
14/03/16,5:00 PM,15
14/03/16,6:00 PM,19
14/03/16,7:00 PM,24
14/03/16,8:00 PM,38
14/03/16,9:00 PM,45
14/03/16,10:00 PM,51
14/03/16,11:00 PM,51
14/03/2016 24:00 AM,,58
15/03/16,1:00 AM,70
15/03/16,2:00 AM,64
15/03/16,3:00 AM,57
15/03/16,4:00 AM,69
15/03/16,5:00 AM,81
15/03/16,6:00 AM,88
15/03/16,7:00 AM,114
15/03/16,8:00 AM,128
15/03/16,9:00 AM,191
15/03/16,10:00 AM,92
15/03/16,11:00 AM,115
15/03/16,12:00 PM,89
15/03/16,1:00 PM,77
15/03/16,2:00 PM,52
15/03/16,3:00 PM,18
15/03/16,4:00 PM,18
15/03/16,5:00 PM,17
15/03/16,6:00 PM,21
15/03/16,7:00 PM,15
15/03/16,8:00 PM,53
15/03/16,9:00 PM,55
15/03/16,10:00 PM,83
15/03/16,11:00 PM,92
15/03/2016 24:00 AM,,83
16/03/16,1:00 AM,60
16/03/16,2:00 AM,50
16/03/16,3:00 AM,62
16/03/16,4:00 AM,88
16/03/16,5:00 AM,96
16/03/16,6:00 AM,75
16/03/16,7:00 AM,145
16/03/16,8:00 AM,282
16/03/16,9:00 AM,195
16/03/16,10:00 AM,94
16/03/16,11:00 AM,53
16/03/16,12:00 PM,39
16/03/16,1:00 PM,29
16/03/16,2:00 PM,23
16/03/16,3:00 PM,29
16/03/16,4:00 PM,18
16/03/16,5:00 PM,25
16/03/16,6:00 PM,26
16/03/16,7:00 PM,35
16/03/16,8:00 PM,---
16/03/16,9:00 PM,---
16/03/16,10:00 PM,---
16/03/16,11:00 PM,---
16/03/2016 24:00 AM,,---
17/03/16,1:00 AM,---
17/03/16,2:00 AM,---
17/03/16,3:00 AM,---
17/03/16,4:00 AM,---
17/03/16,5:00 AM,---
17/03/16,6:00 AM,---
17/03/16,7:00 AM,---
17/03/16,8:00 AM,---
17/03/16,9:00 AM,93
17/03/16,10:00 AM,72
17/03/16,11:00 AM,72
17/03/16,12:00 PM,1985
17/03/16,1:00 PM,28
17/03/16,2:00 PM,17
17/03/16,3:00 PM,21
17/03/16,4:00 PM,22
17/03/16,5:00 PM,29
17/03/16,6:00 PM,46
17/03/16,7:00 PM,34
17/03/16,8:00 PM,60
17/03/16,9:00 PM,80
17/03/16,10:00 PM,71
17/03/16,11:00 PM,67
17/03/2016 24:00 AM,,69
18/03/16,1:00 AM,65
18/03/16,2:00 AM,70
18/03/16,3:00 AM,81
18/03/16,4:00 AM,70
18/03/16,5:00 AM,80
18/03/16,6:00 AM,102
18/03/16,7:00 AM,110
18/03/16,8:00 AM,106
18/03/16,9:00 AM,112
18/03/16,10:00 AM,106
18/03/16,11:00 AM,100
18/03/16,12:00 PM,48
18/03/16,1:00 PM,32
18/03/16,2:00 PM,24
18/03/16,3:00 PM,25
18/03/16,4:00 PM,29
18/03/16,5:00 PM,34
18/03/16,6:00 PM,31
18/03/16,7:00 PM,37
18/03/16,8:00 PM,55
18/03/16,9:00 PM,84
18/03/16,10:00 PM,104
18/03/16,11:00 PM,---
18/03/2016 24:00 AM,,---
19/03/16,1:00 AM,---
19/03/16,2:00 AM,---
19/03/16,3:00 AM,---
19/03/16,4:00 AM,---
19/03/16,5:00 AM,---
19/03/16,6:00 AM,---
19/03/16,7:00 AM,---
19/03/16,8:00 AM,---
19/03/16,9:00 AM,---
19/03/16,10:00 AM,---
19/03/16,11:00 AM,---
19/03/16,12:00 PM,---
19/03/16,1:00 PM,---
